username,video_id,comment,clean_comment,label
@royalexander2886,,No hesitation 🗿<br>Dayum 🗣🗣,@royalexander2886 no hesitation  dayum,0
,,"А𝐸𝘙𝐎𝟪𝟴 emang beda, maxwin terus", aero88 emang beda  maxwin terus,1
,,"Main di 𝐀E𝘙О𝟴8-cuma sebentar, eh langsung rezeki nomplok. Jadi pengen coba lagi!",main di aero88-cuma sebentar  eh langsung rezeki nomplok  jadi pengen coba lagi,1
@RIPPATOEDownloads-j1x,,SUPER MANTAPAbis nyoba situs  𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃    ini langsung hooked! Mainnya keren hadiahnya gak main-main. Ga heran banyak yang suka!,@RIPPATOEDownloads-j1x super mantapabis nyoba situs  a m b i l 4 d    ini langsung hooked  mainnya keren hadiahnya gak main-main  ga heran banyak yang suka,1
,,"Iseng-iseng mencoba bermain 𝐀𝙀Я𝑂8𝟾,justru malah menjadi ahli, rezeki terus menerus datang!",iseng-iseng mencoba bermain aeяo88 justru malah menjadi ahli  rezeki terus menerus datang,1
@StpN_17,atYGhviVhf8,pagi,@StpN_17 pagi,0
,,ada paps J di layar kita, ada paps j di layar kita,0
@VietThang_kum9en,lvb0_bGZDTU,Lagu ini bikin mood naik! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku pengen nyanyi bareng!,@VietThang_kum9en lagu ini bikin mood naik   mona4d  bikin aku pengen nyanyi bareng,1
,,"Bagi yang mencari suasana baru, DО𝐑𝘈𝟕𝟩 bisa dicoba. 😶 😯", bagi yang mencari suasana baru  dora77 bisa dicoba,1
,,"Selalu nunggu young lord mainin game horor baru, pantang nonton di channel lain karna kurang asik bacotnya", selalu nunggu young lord mainin game horor baru  pantang nonton di channel lain karna kurang asik bacotnya,0
,,"Dari pertama main sampe skrg, di А𝐆𝐔𝘚𝐓О𝘛𝑂 ga pernah zonk", dari pertama main sampe skrg  di agustoto ga pernah zonk,1
,,mana lanjutan live el-liar, mana lanjutan live el-liar,0
,,"Wkwkwkwk, tapi sekarang kalo mau nikah dibawah 19 tahun, harus sidang dulu di persidangan",wkwkwkwk  tapi sekarang kalo mau nikah dibawah 19 tahun  harus sidang dulu di persidangan,0
,,"Bisnis dan politik itu ibarat hate love relation, mau ga mau.", bisnis dan politik itu ibarat hate love relation  mau ga mau,0
@mhmmdkamil976,,🔥,@mhmmdkamil976,0
@LoginovSheokand-m8q,,𝘋ЕW𝘈𝐷𝘖𝐑𝐴 emang bener-bener gachor,@LoginovSheokand-m8q dewadora emang bener-bener gachor,1
,,"woi el kenyang lanjutin woi, udah drive thru itu", woi el kenyang lanjutin woi  udah drive thru itu,0
,,Gorengan nya masih anget,gorengan nya masih anget,0
,,pantesan saya pake jasa bersih² xxgang tipi saya ilang :&#39;), pantesan saya pake jasa bersih2 xxgang tipi saya ilang,0
@qoqizyzhjKa,,Investasi gak tau politik n geopolitik 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅 😅😅😅😅😅😅😅😅😅😅😅😅😅😅,@qoqizyzhjKa investasi gak tau politik n geopolitik,0
@dwinaputr,SAAVZtoQTH4,😂😂😂,@dwinaputr,0
,,Liat ci grace jadi inget ci wendynya arap,liat ci grace jadi inget ci wendynya arap,0
,,"Main slot gacor? SORJP88 jawabannya! Menang terus, jackpot gak ada abisnya!",main slot gacor  sorjp88 jawabannya  menang terus  jackpot gak ada abisnya,1
,,Orang yang udah cerai masih ngasih angpao ga sih<br>Statusnya kan udah ga nikah <br>Udah ga ada suami juga<br>Soalnya kan udah cerai<br>Jadi sendirian aja<br>Ga punya suami kan ya<br>Kan udah cerai ya<br>Ehh bener ga sih udah cerai<br><br><br>Ngeluarin angpao: ❎<br>Ngeluarin ak-47: ✅, orang yang udah cerai masih ngasih angpao ga sihstatusnya kan udah ga nikah udah ga ada suami jugasoalnya kan udah ceraijadi sendirian ajaga punya suami kan yakan udah cerai yaehh bener ga sih udah ceraingeluarin angpao   ngeluarin ak-47,0
,,"Jakpot hari ini bikin aku makin semangat, cuma di 𝐀𝐸𝑅𝐎𝟴８!",jakpot hari ini bikin aku makin semangat  cuma di aero88,1
@nana8183,SAAVZtoQTH4,Udah sentolop yah,@nana8183 udah sentolop yah,0
@CogswellKnutsen-w3u,,"𝐀𝐆𝐔S𝙏O𝘛𝙊 aku main bentar aja, saldo lngsg byk",@CogswellKnutsen-w3u agustoto aku main bentar aja  saldo lngsg byk,1
@hảihứamạnh81,atYGhviVhf8,Visualnya memanjakan mata! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku pengen nonton lagi!,@hảihứamạnh81 visualnya memanjakan mata   mona4d  bikin aku pengen nonton lagi,1
,,"Main di SORJP88, jackpotnya datang terus-terusan! Hoki banget!",main di sorjp88  jackpotnya datang terus-terusan  hoki banget,1
@ShaheenShaikh-t7r,,A𝙀Я𝑂88 menawarkan berbagai fitur yang menarik bagi sebagian pemain. 😮 😲,@ShaheenShaikh-t7r aeяo88 menawarkan berbagai fitur yang menarik bagi sebagian pemain,1
,,Mencari platform untuk memperluas pengetahuan Anda? 𝐀𝐸𝑅𝐎𝟴８-mungkin tempatnya.,mencari platform untuk memperluas pengetahuan anda  aero88-mungkin tempatnya,1
@anang-d8w,,Catch me if you can 😊,@anang-d8w catch me if you can,0
@LisaJoanneSalim-ie1xf,,Yuk $K Yuk! WiTh ouT ConDom😉😋,@LisaJoanneSalim-ie1xf yuk  k yuk  with out condom,0
,,Wkwkwk kelakuan jot kelakuan lu bener bener 😂,wkwkwk kelakuan jot kelakuan lu bener bener,0
,,"А𝙀𝑅O88 emang beda, bisa bikin utang lunas gitu aja", aero88 emang beda  bisa bikin utang lunas gitu aja,1
@Uttaaaa,,"Selalu nunggu young lord mainin game horor baru, pantang nonton di channel lain karna kurang asik bacotnya",@Uttaaaa selalu nunggu young lord mainin game horor baru  pantang nonton di channel lain karna kurang asik bacotnya,0
@alifanda1012,,Mau dikasih tu padahal 😮,@alifanda1012 mau dikasih tu padahal,0
@HuuPhuongVo-b5i,IzbN42Yi8cE,"00:57 Baru sekali nonton, langsung jatuh cinta sama ᑭᖇOᗷET❽❺❺! 💕",@HuuPhuongVo-b5i baru sekali nonton  langsung jatuh cinta sama probet855,1
,,"𝘈𝐆𝘜S𝐓O𝘛O gachor banget, mekswin terus",agustoto gachor banget  mekswin terus,1
@Rafaelshahzad-e1j,,"D𝑂𝑅A𝟽7 gacir bgt, langsung menang",@Rafaelshahzad-e1j dora77 gacir bgt  langsung menang,1
,,Anjir gimana dapetnya,anjir gimana dapetnya,0
,,ggwp tembus pro 𝐁ΟԜ𝕆𝟩𝟩 25rb ultra, ggwp tembus pro boԝo77 25rb ultra,1
@nugelocrew4460,,Wkwkwk,@nugelocrew4460 wkwkwk,0
,,serem co klau cwe marah. kek tkut gitu,serem co klau cwe marah  kek tkut gitu,0
,,"nah,ini baru bener temen dia🤣",nah ini baru bener temen dia,0
@sakineubeng6960,,Tanjo? Tenjo? Tenjo artinya lihat dalam basa sunda,@sakineubeng6960 tanjo  tenjo  tenjo artinya lihat dalam basa sunda,0
,,Care for each others i love them,care for each others i love them,0
@pandhu3137,,katanya ark jam 2 siang oi,@pandhu3137 katanya ark jam 2 siang oi,0
,,Setiap detik di 𝘽𝙊𝙒𝙊77 adalah kesempatan untuk melampaui ekspektasi dan mencapai puncak keberuntungan!👀🫡, setiap detik di bowo77 adalah kesempatan untuk melampaui ekspektasi dan mencapai puncak keberuntungan,1
,,"Yakin buzzer itu kohh yang ngmng gtu, siapa lg coba", yakin buzzer itu kohh yang ngmng gtu  siapa lg coba,0
@NevesAavila-w5o,,"А𝐸𝑅O88 gachor, menang terus!",@NevesAavila-w5o aero88 gachor  menang terus,1
@SUAREZQuliyev-d7z,,"𝐀𝘌𝑅О88 saya sering WEDEY, di sini gampang banget mnangnya",@SUAREZQuliyev-d7z aero88 saya sering wedey  di sini gampang banget mnangnya,1
,,"Tergantung kepercayaan masing²😊 , untuk yang percaya  Allah , manusia biasa tidak mudah mendapatkan kekuatan seperti itu, bahkan khalifah dan sahabat nabi tidak bisa mengendalikan ombak lautan dan mempunyai kekuatan gaib, kalau zaman dulu memang apa² di anggap sakral dan apapun bisa menjadi gaib, semua tergantung permainan setan dan jin, apalgi kalau cerita mulut ke mulut bisa dilebih² kan,, INGAT TERGANTUNG KEPERCAYAAN masing²", tergantung kepercayaan masing2    untuk yang percaya  allah   manusia biasa tidak mudah mendapatkan kekuatan seperti itu  bahkan khalifah dan sahabat nabi tidak bisa mengendalikan ombak lautan dan mempunyai kekuatan gaib  kalau zaman dulu memang apa2 di anggap sakral dan apapun bisa menjadi gaib  semua tergantung permainan setan dan jin  apalgi kalau cerita mulut ke mulut bisa dilebih2 kan   ingat tergantung kepercayaan masing2,0
@purnamahidayatulloh-nj1vv,lvb0_bGZDTU,"bang pindah viewnya kecepetan, kaya nonton slide show x2",@purnamahidayatulloh-nj1vv bang pindah viewnya kecepetan  kaya nonton slide show x2,0
,,"Gokil, SORJP88 ini jackpotnya parah! Ga bisa berhenti main!",gokil  sorjp88 ini jackpotnya parah  ga bisa berhenti main,1
@Ismailasyari-h3q,,Tak oleng tak ribut wkwkwkwkkwkwkw😂😂,@Ismailasyari-h3q tak oleng tak ribut wkwkwkwkkwkwkw,0
,,AЕ𝙍𝙊8８menawarkan pendekatan yang berbeda untuk keterlibatan daring.,aero88menawarkan pendekatan yang berbeda untuk keterlibatan daring,1
@nurfihuda,,"Chindo, muslim? Shani Indira mungkin cocok sama anda koh.. 🤭",@nurfihuda chindo  muslim  shani indira mungkin cocok sama anda koh,0
,,lebih mending lah daripada wota,lebih mending lah daripada wota,0
@Isabelshahxad-z6v,,"𝐀𝙂U𝘚𝐓𝑂T𝑂 ini sih gacor beneran, gk cuma janji-janji",@Isabelshahxad-z6v agustoto ini sih gacor beneran  gk cuma janji-janji,1
,,"Main di A𝐆𝐔𝙎𝑇O𝙏O, auto menang", main di agustoto  auto menang,1
@rayanthelastdragon,lvb0_bGZDTU,kok familiar sama cerita ibu2 cepak ini,@rayanthelastdragon kok familiar sama cerita ibu2 cepak ini,0
@mhmdrzll,,woyy tuwa live napaa liburan muluu😞😞,@mhmdrzll woyy tuwa live napaa liburan muluu,0
@ThuHoaTa-f2z,atYGhviVhf8,"Alhamdulillah,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin hiburan jadi lebih bermakna! Modal kecil, untung gede!💯",@ThuHoaTa-f2z alhamdulillah  probet-855 bikin hiburan jadi lebih bermakna  modal kecil  untung gede,1
,,█𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃█ tiap hari pasti ada yang weedey lu kapan..,a m b i l 4 d  tiap hari pasti ada yang weedey lu kapan,1
,,Kapan laip pi, kapan laip pi,0
,,yahh game nya udah an😢, yahh game nya udah an,0
,,Yang ngikutin jot dari zaman dia drama Ama dylen 🤣,yang ngikutin jot dari zaman dia drama ama dylen,0
@Trydrive-x2k,,"Drama itu ya mengandung kesempatan itu sendiri cuy, drama itu pasti ada 1 yg diuntungkan, ya tinggal gimana kita ikut ikutan untung aja",@Trydrive-x2k drama itu ya mengandung kesempatan itu sendiri cuy  drama itu pasti ada 1 yg diuntungkan  ya tinggal gimana kita ikut ikutan untung aja,0
,,arap bawa ransel ke kondangan ternyata buat ngantongin duitnya😂,arap bawa ransel ke kondangan ternyata buat ngantongin duitnya,0
,,Halus kali lah gorengan kali ini.. Minyaknya gak berasa,halus kali lah gorengan kali ini   minyaknya gak berasa,0
,,Kapan main dark house lgi sir, kapan main dark house lgi sir,0
@JalfredEaton-o4f,,"𝐀𝘌𝑅О88, situs terbaik!",@JalfredEaton-o4f aero88  situs terbaik,1
@GamingSfoy-o5v,,"А𝐆𝐔𝘚𝐓О𝘛𝑂 gacir, menang terus",@GamingSfoy-o5v agustoto gacir  menang terus,1
@DucHungDo-j4x,QhmebdBeXKY,Mantap! 𝗧𝗶𝗺𝗼𝟰𝗗,@DucHungDo-j4x mantap  timo4d,1
,,"Semuanya gacir di 𝘈𝐺𝐔𝐒T𝘖T𝙊,jangan sampe ketinggalan ya!",semuanya gacir di agustoto jangan sampe ketinggalan ya,1
,,pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video &quot;Lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu.&quot;, pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video  lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu,1
,,"Seru banget main di А𝙂𝘜𝑆𝘛𝘖𝘛О, eh dapat JP juga, double happy!", seru banget main di agustoto  eh dapat jp juga  double happy,1
,,Kami butuh mak grace,kami butuh mak grace,0
@iqbalnyes,SAAVZtoQTH4,Nyewa apa beli bang?,@iqbalnyes nyewa apa beli bang,0
,,"𝘋ЕW𝘈𝐷𝘖𝐑𝐴 gachor, menang terus!", dewadora gachor  menang terus,1
,,tadi kebagian anjay ＢＯＷＯ❼❼ bonus game duaratusan, tadi kebagian anjay bowo77 bonus game duaratusan,1
,,Bg bikin vlog baru sama keluarga kecil ya😅, bg bikin vlog baru sama keluarga kecil ya,0
@Mkearnshandsome-d4x,,mantappp ambil4d sungguh menggugah selera makan🤤🤤🤤,@Mkearnshandsome-d4x mantappp ambil4d sungguh menggugah selera makan,1
@Kowanas,lvb0_bGZDTU,"Pengen bgt nonton Tingning pas malming tgl 16 karena sibuk kerja, tapi di daerah ku tayang cuman 1-2 hari doang (tgl 14-15). Setelah itu udah turun, padahal ada 8 bioskop, ngga ada bioskop yang nayangin lagi.
Selain itu ngeyakinin temen buat ngajak nonton juga agak sulit, karena waktu itu teaser nya kelihatan seperti mengarah ke genre thriller, jadi agak susah juga ngajak temen buat nonton","@Kowanas pengen bgt nonton tingning pas malming tgl 16 karena sibuk kerja  tapi di daerah ku tayang cuman 1-2 hari doang  tgl 14-15   setelah itu udah turun  padahal ada 8 bioskop  ngga ada bioskop yang nayangin lagi 
selain itu ngeyakinin temen buat ngajak nonton juga agak sulit  karena waktu itu teaser nya kelihatan seperti mengarah ke genre thriller  jadi agak susah juga ngajak temen buat nonton",0
@volunteen_id,SAAVZtoQTH4,Ketoprak 🤤,@volunteen_id ketoprak,0
@zeetaemef,QhmebdBeXKY,kenapa bang milih jadi wni😢?,@zeetaemef kenapa bang milih jadi wni,0
,,𝐷𝘌WАD𝐎𝘙A menawarkan pendekatan kolaboratif dan berbasis komunitas., dewadora menawarkan pendekatan kolaboratif dan berbasis komunitas,1
@gaunaannetts-u3w,,"А𝐆𝐔𝘚𝐓О𝘛𝑂 Situs kaya gini mah jarang, depo kecil auto mekswin",@gaunaannetts-u3w agustoto situs kaya gini mah jarang  depo kecil auto mekswin,1
,,"Main di A𝐆𝙐𝘚𝙏𝐎𝑇О-bikin hidup auto happy, rezeki datang tanpa permisi!", main di agustoto-bikin hidup auto happy  rezeki datang tanpa permisi,1
,,WOKWOKWOKW,wokwokwokw,0
,,Papih versi beta 🙄, papih versi beta,0
,,250jt. Gbsa ngitung kali,250jt  gbsa ngitung kali,0
@MehmetZerin-r5w,,gue saldo gebuk ᗷ𝕆𝕎𝕆𝟟𝟟 lesgo subuh ini,@MehmetZerin-r5w gue saldo gebuk bowo77 lesgo subuh ini,1
,,Nyebelin tapi akhirnya seneng😂, nyebelin tapi akhirnya seneng,0
@Sjeesari-w3l,,"𝐀GUS𝐓O𝘛𝘖 cuma coba sekali, lgnsung hoki melulu",@Sjeesari-w3l agustoto cuma coba sekali  lgnsung hoki melulu,1
@Mmarsacostax-u7g,,Orang cerdas memahami bermain di ambil4d mantap parah😅😅❤,@Mmarsacostax-u7g orang cerdas memahami bermain di ambil4d mantap parah,1
@Nguyệt-Uông-Huy,lvb0_bGZDTU,Keren abis transisinya! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin video ini smooth dan enak ditonton!,@Nguyệt-Uông-Huy keren abis transisinya   mona4d  bikin video ini smooth dan enak ditonton,1
@ThorneRondi-y3l,,"jepey trs tiap hari, cuma di D𝙊𝘙𝐴𝟩𝟳",@ThorneRondi-y3l jepey trs tiap hari  cuma di dora77,1
,,"Sungguh luar biasa! 𝐀E𝘙О𝟴8-membuat ketagihan berat, sulit untuk berhenti!",sungguh luar biasa  aero88-membuat ketagihan berat  sulit untuk berhenti,1
,,"Bermain di 𝐴𝙂U𝙎𝙏O𝘛𝙊-secara otomatis membuat hati bahagia, rezeki memang sudah ada yang mengatur dan menjamin!",bermain di agustoto-secara otomatis membuat hati bahagia  rezeki memang sudah ada yang mengatur dan menjamin,1
@maman2252,,Eh gw salah nanya ...<br><br>Reza arab = lah elu mutus rejeki orang... kan 🤨🤨🤨,@maman2252 eh gw salah nanya    reza arab   lah elu mutus rejeki orang    kan,0
@noviriantomiranti-b6n,,"Bikin ketagihan main di А𝐸𝑅O88, gachor bener!",@noviriantomiranti-b6n bikin ketagihan main di aero88  gachor bener,1
@irdinamarsyanazifaofficial,lvb0_bGZDTU,Udah tanyang @radityadika,@irdinamarsyanazifaofficial udah tanyang radityadika,0
,,gachor banget main di D𝑂𝑅A𝟽7, gachor banget main di dora77,1
,,"Mau gimana ya terserah , king tetaplah king meskipun di channel king yb.",mau gimana ya terserah   king tetaplah king meskipun di channel king yb,0
@LopezAlpha-h5h,,АGU𝘚𝙏𝐎𝘛𝐎 menyediakan ruang untuk kompetisi yang sehat.,@LopezAlpha-h5h agustoto menyediakan ruang untuk kompetisi yang sehat,1
,,Silent Breath bangg, silent breath bangg,0
,,Robert perusak hubungan keluarga 😂😂,robert perusak hubungan keluarga,0
,,"jepey gmpng banget, maen di 𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊",jepey gmpng banget  maen di agustoto,1
@ThurlowKumar-k9k,,main di  ambil4d  adalah salah satu keberuntungan aku banget karena tiap main disini aku selalu dikasih menang,@ThurlowKumar-k9k main di  ambil4d  adalah salah satu keberuntungan aku banget karena tiap main disini aku selalu dikasih menang,1
@crsshl,,hidungnya wendy kok kyk jd naik ya,@crsshl hidungnya wendy kok kyk jd naik ya,0
,,michelle muka lu serius bangett dahh😂,michelle muka lu serius bangett dahh,0
,,Gila bgt,gila bgt,0
@TansariRuiz-j2q,,"𝘈𝙂U𝙎𝑇𝑂T𝙊 tiap maen pasti jackpot, gue gk ngerti lagi",@TansariRuiz-j2q agustoto tiap maen pasti jackpot  gue gk ngerti lagi,1
@SunShine-ss7vb,lvb0_bGZDTU,"To Christo,  we are old couple who enjoyed TingNing for REALL.  There were more than 5times we got  pure spontaneous LMFAO .  Rapi adegan2 ngebangun story tellingnya ( well meski ide matinya lmyn maksa) hahaha.   It""s our 1st time watch Indonesian movie TOGETHER and both of us ENJOYED it so much in 2025! thaaanks and keep up good spirit Christo & wife",@SunShine-ss7vb to christo   we are old couple who enjoyed tingning for reall   there were more than 5times we got  pure spontaneous lmfao    rapi adegan2 ngebangun story tellingnya   well meski ide matinya lmyn maksa  hahaha    it s our 1st time watch indonesian movie together and both of us enjoyed it so much in 2025  thaaanks and keep up good spirit christo   wife,0
@dhikarflii,,Termehek mehek juga gini dulu bang wkwk,@dhikarflii termehek mehek juga gini dulu bang wkwk,0
@zuxgaming3849,,PERTAMAAAAAA,@zuxgaming3849 pertamaaaaaa,0
,,Knpa jlan nya begitu ye 🤦‍♂️🤦‍♂️🤦‍♂️,knpa jlan nya begitu ye,0
,,"Gokil, gachor terus maen di 𝐀𝘌𝑅О88 bikin auto ketagihan", gokil  gachor terus maen di aero88 bikin auto ketagihan,1
,,Lah itu bukanya pake hp ya ko bisa muncul notif chat sama target donate yang tau sharing dong,lah itu bukanya pake hp ya ko bisa muncul notif chat sama target donate yang tau sharing dong,0
,,Yuka positif person banget,yuka positif person banget,0
@ArulGaming-gw8rv,,Mungkin check Goals nya mau yang ada rasa Manggo-manggonya :v udah bosen rasa Vanila wkkwkwkw,@ArulGaming-gw8rv mungkin check goals nya mau yang ada rasa manggo-manggonya  v udah bosen rasa vanila wkkwkwkw,0
,,Sigma jot,sigma jot,0
,,SORJP88 bener-bener gacor! Main beberapa menit langsung cuan gede!,sorjp88 bener-bener gacor  main beberapa menit langsung cuan gede,1
@j0x53k,,keselek kopi gw anj,@j0x53k keselek kopi gw anj,0
,,Berantem banci,berantem banci,0
,,terima kasih 𝐏𝐑𝐎𝐒𝐄𝐒𝟒𝐃 yang selalu bikin hari-hariku ceria,terima kasih proses4d yang selalu bikin hari-hariku ceria,1
,,Anjir di ulang2 msh ttep lucu 😅😅😅,anjir di ulang2 msh ttep lucu,0
@CdawkinsHchow-b6u,,"Tarik semua hasil kemenangan dari𝐀𝐄-𝙍𝙊88, saatnya mewujudkan impian!",@CdawkinsHchow-b6u tarik semua hasil kemenangan dariae-ro88  saatnya mewujudkan impian,1
@TanKhoaPhan-m7r,lvb0_bGZDTU,"5:48 Aku nonton tanpa skip karena emang sebagus itu,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽Mulai dari visual, suara, sampai pesan yang disampaikan semuanya pas banget. Makasih udah bikin hari ini lebih bermakna!💯",@TanKhoaPhan-m7r aku nonton tanpa skip karena emang sebagus itu  probet-855 mulai dari visual  suara  sampai pesan yang disampaikan semuanya pas banget  makasih udah bikin hari ini lebih bermakna,1
,,𝐀E𝘙О𝟴8memberikan kesempatan untuk belajar dan berkembang.,aero88memberikan kesempatan untuk belajar dan berkembang,1
,,dah jgn disebar kemana2 ini cukup yang disini aja yang tau gw tiap jumat party duitnya dari ambil4d   cek sendiri aja,dah jgn disebar kemana2 ini cukup yang disini aja yang tau gw tiap jumat party duitnya dari ambil4d   cek sendiri aja,1
@HasbiAkmal-u8m,,nguli kapan oy,@HasbiAkmal-u8m nguli kapan oy,0
@muhammadfirman3814,,Sudah ku Tonton video full nya min q,@muhammadfirman3814 sudah ku tonton video full nya min q,0
@TedsNeedMeds,,Insting emang susah 😂,@TedsNeedMeds insting emang susah,0
,,"A𝙂𝙐𝑆𝙏О𝙏𝙊 gacir, jepe gila",agustoto gacir  jepe gila,1
,,"bapak, engko, ade 😂😂😂",bapak  engko  ade,0
,,Skuy living sehhh, skuy living sehhh,0
,,"cakep gornya ya, baru kayaknya. dimana ni om?", cakep gornya ya  baru kayaknya  dimana ni om,0
@aminahajah88,lvb0_bGZDTU,❤,@aminahajah88,0
@Stirbuvanessa-f9q,,"Main di 𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊, auto jepey",@Stirbuvanessa-f9q main di agustoto  auto jepey,1
,,"gachor bgt, maen di 𝘼𝙂𝙐𝐒𝑇𝘖𝘛O",gachor bgt  maen di agustoto,1
,,Bener banget.., bener banget,0
@pereiraRuffin-b2k,,Jakpot besar bikin aku makin percaya sama keberuntungan di DE.WA.D0.RA!,@pereiraRuffin-b2k jakpot besar bikin aku makin percaya sama keberuntungan di de wa d0 ra,1
,,"Jika Anda mencari platform yang mendorong pertumbuhan, АG𝙐𝙎𝐓𝐎𝙏𝘖-layak dicoba.",jika anda mencari platform yang mendorong pertumbuhan  agustoto-layak dicoba,1
,,"Gokil! 𝐀𝐆𝙐𝙎𝑇O𝘛О-emang gak pernah ngecewain! JP lagi nih, bro!",gokil  agustoto-emang gak pernah ngecewain  jp lagi nih  bro,1
,,Si pirang tngan nya kmn wehh 😂 ada cewe mlah galer,si pirang tngan nya kmn wehh   ada cewe mlah galer,0
@kuelapis417,,Nonton gorengan nih gw. Pinter juga marketingnya tuh detektif perselingkuhan 😂,@kuelapis417 nonton gorengan nih gw  pinter juga marketingnya tuh detektif perselingkuhan,0
@sucatpelaybook9082,,hidung &quot;red skull&quot; 😢,@sucatpelaybook9082 hidung  red skull,0
,,"Bikin ketagihan main di 𝐴𝐆𝙐S𝐓𝘖𝙏О, gacir bener!",bikin ketagihan main di agustoto  gacir bener,1
,,Udah ketebak endingnya 😢,udah ketebak endingnya,0
,,Anj😂,anj,0
@Hurtadomostafa-c2q,,Jelajahi dunia 𝐀GUS𝐓O𝘛𝘖-dan lihat apa yang ditawarkannya.,@Hurtadomostafa-c2q jelajahi dunia agustoto-dan lihat apa yang ditawarkannya,1
,,saya sudah mencoba di 𝐁𝐈𝐑𝟏𝟐𝟑 dan hasilnya memuaskan ♥️♥️♥️♥️,saya sudah mencoba di bir123 dan hasilnya memuaskan,1
,,"meta ngomelin viewers lucu bgt gres, apalagi kalo bareng jot sambil main game 😂😂",meta ngomelin viewers lucu bgt gres  apalagi kalo bareng jot sambil main game,0
,,"Tadi sore main di 𝘈𝐺𝐔𝙎𝑇𝐎𝙏𝘖-langsung dapet hasil fantastis, nggak mau ketinggalan lagi!",tadi sore main di agustoto-langsung dapet hasil fantastis  nggak mau ketinggalan lagi,1
,,"SORJP88 emang juara! Penuh kejutan, jackpotnya gampang banget!",sorjp88 emang juara  penuh kejutan  jackpotnya gampang banget,1
@antimainstrem3907,,mantabbbb masita anggi 2 cwe macho..🔥🫶🏻🔥,@antimainstrem3907 mantabbbb masita anggi 2 cwe macho,0
@Jimmy18thn,,PAPS J RINDAVAN HAHAHAAHAHAHAHAHAHA,@Jimmy18thn paps j rindavan hahahaahahahahahaha,0
@NgocVietHo-f4s,lvb0_bGZDTU,"Terima kasih 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣, vibes-nya positif banget! 💫",@NgocVietHo-f4s terima kasih probet8  5  5    vibes-nya positif banget,1
,,"Seru banget main di 𝘼Е𝑅O𝟪𝟴,hasilnya bikin hidup lebih cerah!",seru banget main di aero88 hasilnya bikin hidup lebih cerah,1
,,"Dari gw masih bocil, sampe udah dewasa, masih aja kena yang kyk begini an, kamprett",dari gw masih bocil  sampe udah dewasa  masih aja kena yang kyk begini an  kamprett,0
@uluhayi,,Dan si duda asik live stream wkwk,@uluhayi dan si duda asik live stream wkwk,0
,,malam ini kepilih epic win 𝗕·𝕆·Ꮃ·𝕆·𝟳·７ 100rb subhanallah, malam ini kepilih epic win b o ꮃ o 7 7 100rb subhanallah,1
,,bj woii😭😭,bj woii,0
@NgocNganHuynh-d4b,_qZaQs__2yQ,"Gak ada yang ngalahin reaction ini! Tapi kalo soal cuan,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽juaranya!💯",@NgocNganHuynh-d4b gak ada yang ngalahin reaction ini  tapi kalo soal cuan  probet-855 juaranya,1
,,LAGI VIRAL WEDE 200JT !! T0g3l62🎉🎉,lagi viral wede 200jt    t0g3l62,1
@KimSonTran-d5c,IzbN42Yi8cE,Baru kali ini maain di 𝐒𝐆𝐈𝟖𝟖 lalu dapat merasakan kemeenaangan sampai  juutaan,@KimSonTran-d5c baru kali ini maain di sgi88 lalu dapat merasakan kemeenaangan sampai  juutaan,1
@Mmarsacostax-u7g,,Aku gak percaya rezeki bisa datang cepat tapi di ambil4d semua bisa terjadi!,@Mmarsacostax-u7g aku gak percaya rezeki bisa datang cepat tapi di ambil4d semua bisa terjadi,1
,,Godzilla ngamuk,godzilla ngamuk,0
@Ihdinayah,,BENER BANGET! KALAU ada yg misah-misahin. Sorry level kalian berarti baru di level baru mencoba banget. Kalau udah makin naik emang kita harus bener-bener handle semua itu,@Ihdinayah bener banget  kalau ada yg misah-misahin  sorry level kalian berarti baru di level baru mencoba banget  kalau udah makin naik emang kita harus bener-bener handle semua itu,0
,,"Saya pernah ke pantai selatan dan teriak SAUS TARTAR!, besoknya langsung sakit", saya pernah ke pantai selatan dan teriak saus tartar   besoknya langsung sakit,0
@antoniuspiyantoro8156,QhmebdBeXKY,😂 nyimak dari tepian Sungai Kapuas Pontianak Boby,@antoniuspiyantoro8156 nyimak dari tepian sungai kapuas pontianak boby,0
